share_code,company,english_name,address,shortname,legal_person,security,registrated_fund,Principal activities,post code,telephone,fax,website,listed time,prospectus time,Circulation,issue time,PE ration,发行方式,主承销商,上市推荐人,保荐机构
002052,深圳市同洲电子股份有限公司,"Shenzhen Coship Electronics Co., Ltd.",广东省深圳市南山区高新科技园北区彩虹科技大厦六楼,同洲电子,袁明,贺磊,"74,595.9694",计算机、通信和其他电子设备制造业,518057,0755-26990000-8880,0755-26722666,www.coship.com,2006-06-27,2006-06-12,"2,200",16,24.32,"上网定价发行,网下询价发行",广发证券股份有限公司 , ,广发证券股份有限公司 
002053,云南能源投资股份有限公司,"Yunnan Energy Investment Co., Ltd.",云南省昆明市官渡区春城路276号,云南能投,杨万华,李政良,"55,832.9336",食品制造业,650200,0871-63127429、63126346,0871-63126346,www.ynyh.com,2006-06-27,2006-06-13,"7,000",7.3,13.72,"上网定价发行,网下询价发行",国信证券股份有限公司 , ,国信证券股份有限公司 
002054,广东德美精细化工集团股份有限公司,"Dymatic Chemicals, Inc.",广东省佛山市顺德高新区科技产业园朝桂南路,德美化工,黄冠雄,朱闽翀,"41,923.0828",化学原料和化学制品制造业,528305,0757-28399088-811,0757-28803001,www.dymatic.com,2006-07-25,2006-07-07,"3,400",6.2,22.88,"网下询价发行,上网定价发行",国信证券股份有限公司 , ,国信证券股份有限公司 
002055,深圳市得润电子股份有限公司,"Shenzhen Deren Electronic Co., Ltd.",广东省深圳市光明新区光明街道三十三路9号得润电子工业园,得润电子,邱建民,王少华,"46,714.4096",计算机、通信和其他电子设备制造业,518107,0755-89492166,0755-83476633,www.deren.com.cn,2006-07-25,2006-07-14,"1,680",7.88,29.33,"上网定价发行,网下询价发行",长江巴黎百富勤证券公司 , ,长江巴黎百富勤证券公司 
002056,横店集团东磁股份有限公司,"Hengdian Group DMEGC Magnetics Co., Ltd.",浙江省东阳市横店工业区,横店东磁,何时金,吴雪萍,"164,360.0000",电气机械和器材制造业,322118,0579-86551999,0579-86555328,www.chinadmegc.com,2006-08-02,2006-07-18,"6,000",10.6,24.09,"网下询价发行,上网定价发行",国信证券股份有限公司 , ,国信证券股份有限公司 
002057,中钢集团安徽天源科技股份有限公司,"Sinosteel Anhui Tianyuan Technology Co., Ltd.",安徽省马鞍山市雨山区霍里山大道南段9号,中钢天源,毛海波,章超,"25,652.2820",化学原料和化学制品制造业,243000,0555-5200209,0555-5200222,www.ty-magnet.com,2006-08-02,2006-07-19,"3,000",4.68,27.57,"网下询价发行,上网定价发行",国元证券股份有限公司 , ,国元证券股份有限公司 
002058,上海威尔泰工业自动化股份有限公司,"Shanghai Welltech Automation Co., Ltd.",上海市闵行区虹中路263号1幢,威尔泰,李彧,殷骏,"14,344.8332",仪器仪表制造业,201103,021-64656465,021-64659671,dm@welltech.com.cn,2006-08-02,2006-07-20,"1,800",6.08,35.76,"网下询价发行,上网定价发行",华龙证券有限责任公司 , ,华龙证券有限责任公司 
002059,云南旅游股份有限公司,"Yunnan Tourism Co., Ltd.",云南省昆明市白龙路世博园,云南旅游,张睿,毛新礼,"73,079.2576",公共设施管理业,650224,0871-5012059,0871-5012227,www.expo99km.com,2006-08-10,2006-07-26,"5,500",3.6,27.38,"网下询价发行,上网定价发行",宏源证券股份有限公司 , ,宏源证券股份有限公司 
002060,广东水电二局股份有限公司,"Guangdong No.2 Hydropower Engineering Company, Ltd.",广东省广州市增城区新塘镇广深大道西1号1幢水电广场A-1商务中心20层,粤水电,朱丹,林广喜,"120,226.2058",土木工程建筑业,511340,020-61776998,020-82607092,www.gdsdej.com,2006-08-10,2006-07-31,"8,200",5.09,19.58,"网下询价发行,上网定价发行",宏源证券股份有限公司 , ,宏源证券股份有限公司 
002061,浙江交通科技股份有限公司,"Zhejiang Communications Technologyl Co., Ltd.",浙江省江山市景星东路38号,浙江交科,邵文年,邹宏,"130,523.6388",土木工程建筑业,324100,0570-4057919,0570-4057346,www.jiangshanchem.com,2006-08-16,2006-08-02,"3,800",6,24.8,"网下询价发行,上网定价发行",中信证券股份有限公司 , ,中信证券股份有限公司 
002062,宏润建设集团股份有限公司,"Hongrun Construction Group Co., Ltd.",浙江省象山县丹城镇建设东路262号,宏润建设,郑宏舫,赵余夫,"110,250.0000",土木工程建筑业,200235,"021-54976006, 021-64081888-1021",021-54976008,www.chinahongrun.com,2006-08-16,2006-08-04,"2,850",9.18,17,"网下询价发行,上网定价发行",广发证券股份有限公司 , ,广发证券股份有限公司 
002063,远光软件股份有限公司,YGsoft Inc.,广东省珠海市港湾大道科技一路3号,远光软件,陈利浩,戴文斌,"60,711.6632",软件和信息技术服务业,519085,0756-3399888,0756-3399666,www.ygsoft.com,2006-08-23,2006-08-07,"2,750",5.8,24.68,"网下询价发行,上网定价发行",海通证券股份有限公司 , ,海通证券股份有限公司 
002064,浙江华峰氨纶股份有限公司,"Zhejiang Huafeng Spandex Co., Ltd.",浙江省瑞安市莘塍工业园区,华峰氨纶,杨从登,陈章良,"167,680.0000",化学纤维制造业,325200,0577-65178053,0577-65537858,www.spandex.com.cn,2006-08-23,2006-08-07,"3,550",6.7,26.8,"网下询价发行,上网定价发行",广发证券股份有限公司 , ,广发证券股份有限公司 
002065,东华软件股份公司,"DHC Software Co., Ltd.",北京市海淀区紫金数码园3号楼15层1501,东华软件,薛向东,杨健,"313,978.7560",软件和信息技术服务业,100190,010-62662188,010-62662299,www.dhcc.com.cn,2006-08-23,2006-08-10,"2,160",14.5,21.64,"网下询价发行,上网定价发行",恒泰证券有限责任公司 , ,恒泰证券有限责任公司 
002066,瑞泰科技股份有限公司,"Ruitai Materials Technology Co., Ltd.",北京市朝阳区酒仙桥路乙21号,瑞泰科技,曾大凡,邹琼慧,"23,100.0000",非金属矿物制品业,100024,010-57987992、57987958,010-57987805,www.bjruitai.com,2006-08-23,2006-08-09,"1,500",6.03,24.81,"网下询价发行,上网定价发行",长江巴黎百富勤证券公司 , ,长江巴黎百富勤证券公司 
002067,浙江景兴纸业股份有限公司,"Zhejiang Jingxing Paper Joint Stock Co., Ltd.",浙江省平湖市曹桥镇,景兴纸业,朱在龙,姚洁青,"112,845.1000",造纸和纸制品业,314214,0573-85969328,0573-85963320,www.jxpaper.com.cn,2006-09-15,2006-08-31,"8,000",4.16,17.33,"网下询价发行,上网定价发行",中信建投证券有限责任公司 ,中信建投证券有限责任公司 ,中信建投证券有限责任公司 
002068,江西黑猫炭黑股份有限公司,"Jiangxi Black Cat Carbon Black Co., Ltd.",江西省景德镇市昌江区历尧,黑猫股份,王耀,李毅,"72,706.3596",化学原料和化学制品制造业,333000,0798-8399126,0798-8399126,www.jx-blackcat.com,2006-09-15,2006-09-06,"3,500",7.4,21.14,"网下询价发行,上网定价发行",国信证券股份有限公司 , ,国信证券股份有限公司 
002069,獐子岛集团股份有限公司,"Zoneco Group Co., Ltd.",辽宁省大连市长海县獐子岛镇沙包村,獐子岛,吴厚刚,孙福君,"71,111.2194",渔业,116001,0411-39016969,0411-39989999,www.zhangzidao.com,2006-09-28,2006-09-13,"2,830",25,18.8,"网下询价发行,上网定价发行",平安证券有限责任公司 , ,平安证券有限责任公司 
002070,福建众和股份有限公司,"Zhonghe Co., Ltd.",福建省莆田市秀屿区西许工业区5-8号,众和股份,许建成,詹金明,"63,525.8156",纺织业,351152,0592-5054995,0592-5321932,www.zhonghe.com,2006-10-12,2006-09-21,"2,700",8.84,23.26,"网下询价发行,上网定价发行",恒泰证券有限责任公司 , ,恒泰证券有限责任公司 
002071,长城影视股份有限公司,"Great Wall Movie and Television Co., Ltd.",江苏省张家港市大新镇人民路128号,长城影视,赵锐均,张珂,"52,542.9878",广播、电视、电影和影视录音制作业,310013,0571-85026150,0571-85021376,www.chinaccys.com,2006-10-12,2006-09-22,"5,000",3.88,21.55,"网下询价发行,上网定价发行",东吴证券有限责任公司 , ,东吴证券有限责任公司 
002072,凯瑞德控股股份有限公司,"Kairuide Holding Co., Ltd.",山东省德州市德城区顺河西路18号,凯瑞德,张培峰,张彬,"17,600.0000",互联网和相关服务,253002,0534-2436506,0534-2436506,www.textiledm.com,2006-10-18,2006-09-25,"7,000",3.24,23.14,"网下询价发行,上网定价发行",平安证券有限责任公司 , ,平安证券有限责任公司 
002073,软控股份有限公司,"Mesnac Co., Ltd.",山东省青岛市高新区新业路31号远创国际蓝湾创意园B区1号楼202室,软控股份,袁仲雪,鲁丽娜,"93,544.4674",专用设备制造业,266042,0532-84012387,0532-84011517,www.mesnac.com,2006-10-18,2006-10-09,"1,800",26,28.45,"网下询价发行,上网定价发行",中信万通证券有限责任公司 , ,中信万通证券有限责任公司 
002074,国轩高科股份有限公司,"Guoxuan High-tech Co., Ltd.",江苏省南通市通州区十总镇东源大道1号,国轩高科,李缜,马桂富,"113,665.0819",电气机械和器材制造业,230012,0551-62100213,0551-62100175,www.hfgxgk.com,2006-10-18,2006-09-25,"2,400",7.88,40.81,"网下询价发行,上网定价发行",平安证券有限责任公司 , ,平安证券有限责任公司 
002075,江苏沙钢股份有限公司,"Jiangsu Shagang Co., Ltd.",江苏省张家港市锦丰镇沙钢大厦,沙钢股份,何春生,杨华,"220,677.1772",黑色金属冶炼和压延加工业,215625,0512-58987088,0512-58682018,www.shaganggf.com,2006-10-25,2006-10-10,"9,000",4.25,23.19,"网下询价发行,上网定价发行",渤海证券有限责任公司 , ,渤海证券有限责任公司 
002076,广东雪莱特光电科技股份有限公司,"CNlight Co., Ltd.",广东省佛山市南海区狮山工业科技工业园A区,雪莱特,柴国生,张桃华,"73,024.1172",电气机械和器材制造业,528225,0757-86695590,0757-86236050,www.cnlight.com,2006-10-25,2006-10-10,"2,600",6.86,28.44,"网下询价发行,上网定价发行",第一创业证券有限责任公司 , ,第一创业证券有限责任公司 
002077,江苏大港股份有限公司,"Jiangsu Dagang Co., Ltd.",江苏省镇江新区大港通港路1号,大港股份,谢恒福,吴晓坚,"58,034.8513",房地产业,212132,0511-88901009,0511-88901188,www.dggf.cn,2006-11-16,2006-10-30,"6,000",5.3,18.03,"网下询价发行,上网定价发行",华泰证券有限责任公司 , ,华泰证券有限责任公司 
002078,山东太阳纸业股份有限公司,"Shan Dong Sun Paper Industry Joint Stock Co., Ltd.",山东省济宁市兖州区西关大街66号,太阳纸业,李洪信,庞福成,"259,258.5238",造纸和纸制品业,272100,0537-7928715,0537-7928762,www.sunpapergroup.com,2006-11-16,2006-11-01,"7,500",16.7,17.04,"网下询价发行,上网定价发行",国泰君安证券股份有限公司 , ,国泰君安证券股份有限公司 
002079,苏州固锝电子股份有限公司,"Suzhou Goodark Electronics Co., Ltd.",江苏省苏州市通安开发区通锡路31号,苏州固锝,吴念博,滕有西,"72,797.1487",计算机、通信和其他电子设备制造业,215002,0512-68188888-2079,0512-68189999,www.goodark.com,2006-11-16,2006-10-30,"3,800",6.39,30.43,"网下询价发行,上网定价发行",爱建证券有限责任公司 , ,爱建证券有限责任公司 
002080,中材科技股份有限公司,"Sinoma Science and Technology Co., Ltd.",江苏省南京市江宁科学园彤天路99号,中材科技,薛忠民,陈志斌,"80,679.0185",非金属矿物制品业,100097,010-88437909,010-88437712,www.sinomatech.com,2006-11-20,2006-11-03,"3,790",8.98,29.93,"网下询价发行,上网定价发行",中国银河证券有限责任公司 , ,中国银河证券有限责任公司 
002081,苏州金螳螂建筑装饰股份有限公司,"Suzhou Gold Mantis Construction and Decoration Co., Ltd.",江苏省苏州工业园区民营工业区,金螳螂,倪林,潘洁,"264,330.8689",建筑装饰和其他建筑业,215004,0512-68660622,0512-68660622,www.goldmantis.com,2006-11-20,2006-11-02,"2,400",12.8,26.43,"网下询价发行,上网定价发行",平安证券有限责任公司 , ,平安证券有限责任公司 
002082,万邦德新材股份有限公司,"Wanbangde New Building Materials Co., Ltd.",浙江省湖州市织里镇栋梁路1688号,万邦德,赵守明,姜全州,"23,800.0000",有色金属冶炼和压延加工业,313008,0572-3158810,0572-2699791,www.dongliang.com.cn,2006-11-20,2006-11-03,"3,000",6.36,24.75,"网下询价发行,上网定价发行",华西证券有限责任公司 , ,华西证券有限责任公司 
002083,孚日集团股份有限公司,"Sunvim Group Co., Ltd.",山东省高密市孚日街1号,孚日股份,孙日贵,张萌,"90,800.0005",纺织业,261500,0536-2308043,0563-5828777,www.sunvim.com,2006-11-24,2006-11-10,"7,900",6.69,22.3,"网下询价发行,上网定价发行",第一创业证券有限责任公司 , ,第一创业证券有限责任公司 
002085,浙江万丰奥威汽轮股份有限公司,"Zhejiang Wanfeng Auto Wheel Co., Ltd.",浙江省新昌县城关镇新昌工业区（后溪）,万丰奥威,陈爱莲,章银凤,"218,687.9678",汽车制造业,312500,0575-86298339,0575-86298339,www.wfaw.com.cn,2006-11-28,2006-11-13,"8,000",5.66,26.95,"网下询价发行,上网定价发行",东北证券股份有限公司 , ,东北证券股份有限公司 
002086,山东东方海洋科技股份有限公司,"Shandong Oriental Ocean Sci-tech Co., Ltd.",山东省烟台市莱山区澳柯玛大街18号,东方海洋,车轼,于德海,"68,770.0000",渔业,264003,0535-6729111,0535-6729055-9055,www.yt-fishery.com,2006-11-28,2006-11-10,"3,450",7.49,23.77,"网下询价发行,上网定价发行",东海证券有限责任公司 , ,东海证券有限责任公司 
002087,河南新野纺织股份有限公司,"Henan Xinye Textile Co., Ltd.",河南省新野县城关镇书院路15号,新野纺织,魏学柱,许勤芝,"81,679.4335",纺织业,473500,0377-66221824,0377-66265092,www.xinye-tex.com,2006-11-30,2006-11-17,"8,000",5.19,24.71,"网下询价发行,上网定价发行",北京证券有限责任公司 , ,北京证券有限责任公司 
002088,山东鲁阳节能材料股份有限公司,"Luyang Energy-Saving Materials Co., Ltd.",山东省淄博市沂源县沂河路11号,鲁阳节能,鹿成滨,张振明,"35,096.8033",非金属矿物制品业,256120,0533-3287211,0533-3282059,www.luyang.com,2006-11-30,2006-11-17,"2,600",11,18.03,"网下询价发行,上网定价发行",平安证券有限责任公司 , ,联合证券有限责任公司 
002089,新海宜科技集团股份有限公司,"Suzhou New Sea Union Telecom Technology Co., Ltd.",江苏省苏州工业园区泾茂路168号,新海宜,张亦斌,徐磊,"137,466.9616",计算机、通信和其他电子设备制造业,215021,0512-67606666-8638,0512-67260021,www.nsu.com.cn,2006-11-30,2006-11-17,"1,770",8.66,26.24,"网下询价发行,上网定价发行",平安证券有限责任公司 , ,平安证券有限责任公司 
002090,江苏金智科技股份有限公司,"Wiscom System Co., Ltd.",江苏省南京市江宁开发区将军大道100号,金智科技,徐兵,李剑,"23,780.2904",电气机械和器材制造业,211100,025-52762230,025-52762929,www.wiscom.com.cn,2006-12-08,2006-11-24,"1,700",14.2,28.1,"网下询价发行,上网定价发行",东吴证券有限责任公司 , ,东吴证券有限责任公司 
002091,江苏国泰国际集团国贸股份有限公司,"Jiangsu Guotai International Group Guomao Co., Ltd.",江苏省张家港市国泰时代广场11-24楼,江苏国泰,张子燕,郭盛虎,"157,154.0540",批发业,215600,0512-58696087,0512-58673937,www.gtiggm.com,2006-12-08,2006-11-24,"3,200",8,17.78,"网下询价发行,上网定价发行",联合证券有限责任公司 , ,联合证券有限责任公司 
